Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA
0.9315741020616437,0.799776044149372,-0.49618099766045864,-1.4349203803181274,0.35826046887378465,0.18536867973933766
0.014245061542674698,1.4054211891441637,-1.2514162790601011,0.6919269449263112,-0.3922817579722672,-0.3483063316559655
0.9315741020616437,-1.1902008608335144,-0.08423448053338035,0.9282433143979155,-0.5502906478345939,0.6856890029224336
-0.19744625550016406,0.3671723691530923,-1.1827585262055884,0.7510060372942123,0.12124713408029443,0.25207805616375056
0.3670639232807395,-1.4497630658312821,-0.9767852676420496,1.6962715151806294,-0.11576620071319546,-1.182173536961126
0.3670639232807395,1.4054211891441637,-0.4275232448059453,-0.9032085490070176,0.0027404666835494813,-0.1148235141705196
1.2138291914520944,1.05933824914714,-0.015576727678867613,-1.0213667337428198,-0.4712862029034305,1.2193640143177367
-1.2559028407143584,-0.6710764508379788,-1.2514162790601011,1.2827178686053222,0.8717893609263463,-1.5157204190831888
-0.05631871080493801,0.19413089915458068,1.4262360822659048,0.9282433143979155,-1.498343987008554,-1.1488188487489186
0.15537260623790075,-1.4497630658312821,1.014289565138827,-0.8441294566391165,0.555771581201693,-0.7152079019902357
-1.3970303854095845,-0.15195204084244315,0.12173877803015848,-0.7259712719033145,1.2668115855821631,-0.21488757880713968
1.7077755978853861,-0.411514245840211,1.014289565138827,-0.6668921795354132,-0.9058106500248289,1.085945261468911
-1.1853390683667457,0.5402138391516044,1.700867093683957,-0.1351803482243037,-0.4712862029034305,-1.5824297955076017
1.2843929637997085,-0.06543130584318735,1.5635515879749315,-1.257683103214424,-0.7478017601625022,1.8864577785618657
0.5081914679759649,1.1458589841463955,-1.3887317847691272,0.16021511361520166,-0.11576620071319546,1.2860733907421495
-0.12688248315255135,0.799776044149372,0.25905428373918454,0.6919269449263112,-0.9058106500248289,0.25207805616375056
-0.12688248315255135,-1.5362838008305382,0.1903965308846712,1.7553506075485308,-0.5107884253690121,0.2854327443759577
1.4960842808425467,1.6649833941419312,0.12173877803015848,-0.8441294566391165,-1.1033217623527372,1.1860093261055311
-1.1147752960191324,0.021089429156068665,-0.3588654919514325,-1.0804458261107208,1.5433271428412345,-0.3816610198681712
0.15537260623790075,1.1458589841463955,-1.3887317847691272,1.7553506075485308,-0.9848150949559923,-0.41501570808037686
-0.6913926619334549,1.6649833941419312,0.4650275423027228,0.6919269449263112,-1.1033217623527372,-0.9820454076878872
-1.3970303854095845,0.021089429156068665,-1.1827585262055884,1.873508792284333,0.20025157901145785,-0.9820454076878872
0.22593637858551346,-1.3632423308320263,-1.0454430204965623,-0.1351803482243037,1.1878071406509996,0.41885149722478354
0.7198827850188043,-0.32499351084095496,-0.29020773909691977,0.9282433143979155,-0.7082995376969206,0.9191718204078795
0.08480883389028741,0.8862967791486279,-0.7708120090785102,-0.3714967176959079,0.23975380147703973,-0.9486907194756801
0.5081914679759649,-0.8441179208364906,0.4650275423027228,0.27837329835100394,-0.3527795355066855,0.41885149722478354
-0.19744625550016406,-0.8441179208364906,0.39636978944821005,0.8691642220300146,-0.31327731304110384,-0.4483703962925841
-1.4675941577571971,0.19413089915458068,1.5635515879749315,0.21929420598310279,-0.31327731304110384,-1.0154000959000928
-0.12688248315255135,0.7132553091501159,-0.4275232448059453,-1.0213667337428198,0.674278248598438,0.41885149722478354
-1.1853390683667457,1.05933824914714,1.014289565138827,-1.1395249184786218,0.35826046887378465,-0.7819172784146485
-1.1853390683667457,0.7132553091501159,1.014289565138827,-0.48965490243171017,0.0817449116147129,-1.0487547841123002
1.0021378744092564,0.19413089915458068,0.5336852951572367,-0.7259712719033145,-0.4712862029034305,0.8524624439834666
1.7783393702329988,0.19413089915458068,0.8769740594298017,0.04205692887939942,-1.616850654405299,0.9858811968322924
-0.33857380019539013,1.5784626591426754,-0.3588654919514325,1.1054805915016186,-1.0638195398871555,0.41885149722478354
0.8610103297140297,0.972817514147884,1.6322093408294442,-0.8441294566391165,-1.3008328746806457,1.452846831803181
1.0021378744092564,0.7132553091501159,-1.5947050433326662,-0.5487339947996112,0.3977626913393662,0.6189796264980207
-0.6208288895858423,-0.06543130584318735,-0.9767852676420496,0.6328478525584101,0.5162693587361111,-0.3816610198681712
-1.0442115236715197,1.05933824914714,-0.1528922333878937,-0.5487339947996112,0.555771581201693,-0.01475944953390101
0.15537260623790075,-0.5845557158387228,-1.2514162790601011,1.5190342380769262,-0.11576620071319546,0.8191077557712594
0.15537260623790075,-1.1036801258342586,1.5635515879749315,1.0464014991337178,-1.1823262072839007,-1.182173536961126
0.9315741020616437,-1.3632423308320263,1.5635515879749315,1.0464014991337178,-1.498343987008554,0.018595238678306175
-0.5502651172382289,0.2806516341538363,-0.6334965033694847,-1.3167621955823252,1.42482047544449,-1.1488188487489186
0.08480883389028741,-1.0171593908350025,-0.6334965033694847,0.5146896678226082,0.4372649138049481,0.6189796264980207
-1.5381579301048105,-0.5845557158387228,-1.2514162790601011,0.9282433143979155,1.2273093631165815,-1.0821094723245057
-0.47970134489061617,-0.7575971858372347,-0.7021542562239974,-0.7850503642712156,1.5433271428412345,-0.3483063316559655
0.7198827850188043,1.4919419241434198,-1.114100773351075,0.3965314830868059,-0.7082995376969206,-0.1815328905949325
1.0021378744092564,1.4054211891441637,-0.22154998624240643,0.6919269449263112,-1.5378462094741356,1.3194280789543553
-0.7619564342810676,1.6649833941419312,0.1903965308846712,-0.430575810063809,-0.15526842317877718,-0.8152719666268542
-0.12688248315255135,0.2806516341538363,-0.49618099766045864,-1.0213667337428198,0.9112915833919278,0.7857530675590537
-0.4091375725430028,-1.4497630658312821,0.9456318122843144,0.3965314830868059,0.0817449116147129,0.31878743258816344
1.6372118255377732,-0.32499351084095496,-0.4275232448059453,-0.48965490243171017,-0.19477064564435886,0.3854968090125763
0.8610103297140297,-0.8441179208364906,-1.114100773351075,0.27837329835100394,0.35826046887378465,0.18536867973933766
-1.1147752960191324,1.4054211891441637,0.25905428373918454,-0.19425944059220482,-0.03676175578203205,-1.5824297955076017
-0.973647751323907,0.799776044149372,-0.6334965033694847,0.16021511361520166,0.4372649138049481,-0.3483063316559655
-1.1147752960191324,-0.5845557158387228,-0.29020773909691977,-0.48965490243171017,1.385318252978908,-0.6818532137780284
-0.832520206628681,-1.5362838008305382,0.3277120365936973,0.8100851296621132,0.4372649138049481,-0.4817250845047898
0.3670639232807395,-1.3632423308320263,0.6023430480117494,-1.3758412879502262,0.9902960283230913,0.9191718204078795
-0.973647751323907,1.05933824914714,-1.2514162790601011,-0.3714967176959079,1.0297982507886732,-0.5484344609292027
-0.4091375725430028,0.8862967791486279,-0.4275232448059453,-0.430575810063809,0.35826046887378465,0.3854968090125763
-1.6792854748000365,-1.4497630658312821,-1.0454430204965623,-1.4939994726860282,3.2024204863956656,-1.382301666234363
-1.1147752960191324,0.19413089915458068,1.2889205765568794,0.9873224067658168,-0.8663084275592472,-0.3483063316559655
-0.9030839789762937,-1.622804535829794,1.2889205765568794,-1.5530785650539294,1.5433271428412345,-0.5484344609292027
1.4960842808425467,-0.5845557158387228,1.5635515879749315,-0.5487339947996112,-1.1033217623527372,0.9191718204078795
1.072701646756869,-1.1036801258342586,-1.5260472904781535,1.9325878846522337,-0.5107884253690121,1.4862015200153884
1.5666480531901594,1.3189004541449076,0.8083163065752877,-1.257683103214424,-1.1033217623527372,0.8191077557712594
1.7783393702329988,-0.8441179208364906,1.2889205765568794,0.16021511361520166,-1.4588417645429723,0.9525265086200851
0.15537260623790075,-1.5362838008305382,-1.7320205490416922,-0.7259712719033145,2.096358257359378,-0.3816610198681712
-0.4091375725430028,-0.498034980839467,0.39636978944821005,1.5190342380769262,-0.787303982628084,1.019235885044498
